# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	30592	32565	-	CBZ31099.1			hypothetical protein, conserved			LDBPK_010120	1974	657	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	33853	34947	-							LDBPK_010130	1095		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	33853	34947	-	CBZ31100.1			hypothetical protein, conserved			LDBPK_010130	1095	364	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	37224	37472	-							LDBPK_010140	249		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	37224	37472	-	CBZ31101.1			hypothetical protein, conserved			LDBPK_010140	249	82	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	38409	38759	-							LDBPK_010150	351		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	38409	38759	-	CBZ31102.1			hypothetical protein, conserved			LDBPK_010150	351	116	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	39627	39869	-							LDBPK_010160	243		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	39627	39869	-	CBZ31103.1			hypothetical protein, conserved			LDBPK_010160	243	80	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	42058	43431	-							LDBPK_010170	1374		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	42058	43431	-	CBZ31104.1			hypothetical protein, conserved			LDBPK_010170	1374	457	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	44862	47174	-							LDBPK_010180	2313		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	44862	47174	-	CBZ31105.1			CLC-type chloride channel, putative			LDBPK_010180	2313	770	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	48630	49253	-							LDBPK_010190	624		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	48630	49253	-	CBZ31106.1			hypothetical protein, conserved			LDBPK_010190	624	207	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	49945	50856	-							LDBPK_010200	912		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	49945	50856	-	CBZ31107.1			hypothetical protein, conserved			LDBPK_010200	912	303	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	51729	54425	-							LDBPK_010210	2697		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	51729	54425	-	CBZ31108.1			hypothetical protein, conserved			LDBPK_010210	2697	898	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	58133	59137	-							LDBPK_010220	1005		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	58133	59137	-	CBZ31109.1			cyclophilin type peptidyl-prolyl cis-trans isomerase, putative			LDBPK_010220	1005	334	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	62747	63490	-							LDBPK_010230	744		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	62747	63490	-	CBZ31110.1			hypothetical protein, conserved			LDBPK_010230	744	247	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	63966	66296	-							LDBPK_010240	2331		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	63966	66296	-	CBZ31111.1			DNA excision/repair protein SNF2, putative			LDBPK_010240	2331	776	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	67650	70439	-							LDBPK_010250	2790		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	67650	70439	-	CBZ31112.1			hypothetical protein, conserved			LDBPK_010250	2790	929	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	71484	72329	-							LDBPK_010260	846		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	71484	72329	-	CBZ31113.1			hypothetical protein, conserved			LDBPK_010260	846	281	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	73641	73964	-							LDBPK_010270	324		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	73641	73964	-	CBZ31114.1			thioredoxin, putative			LDBPK_010270	324	107	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	75458	76699	-							LDBPK_010280	1242		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	75458	76699	-	CBZ31115.1			pseudouridylate synthase-like protein			LDBPK_010280	1242	413	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	77921	78439	-							LDBPK_010290	519		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	77921	78439	-	CBZ31116.1			hypothetical protein, conserved			LDBPK_010290	519	172	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	79349	79528	-							LDBPK_010300	180		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	79349	79528	-	CBZ31117.1			hypothetical protein, conserved			LDBPK_010300	180	59	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	80078	81241	-							LDBPK_010310	1164		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	80078	81241	-	CBZ31118.1			acidocalcisomal exopolyphosphatase, putative			LDBPK_010310	1164	387	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	81601	82032	-							LDBPK_010320	432		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	81601	82032	-	CBZ31119.1			hypothetical protein, conserved			LDBPK_010320	432	143	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	83004	83927	+							LDBPK_010330	924		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	83004	83927	+	CBZ31120.1			poly(A) export protein, putative			LDBPK_010330	924	307	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	84362	84994	+							LDBPK_010340	633		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	84362	84994	+	CBZ31121.1			hypothetical protein, conserved			LDBPK_010340	633	210	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	85574	85867	+							LDBPK_010350	294		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	85574	85867	+	CBZ31122.1			hypothetical protein, conserved			LDBPK_010350	294	97	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	86989	87750	+							LDBPK_010360	762		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	86989	87750	+	CBZ31123.1			hypothetical protein, conserved			LDBPK_010360	762	253	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	89402	91645	+							LDBPK_010370	2244		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	89402	91645	+	CBZ31124.1			hypothetical protein, conserved			LDBPK_010370	2244	747	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	92474	93043	+							LDBPK_010380	570		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	92474	93043	+	CBZ31125.1			hypothetical protein, conserved			LDBPK_010380	570	189	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	93674	94240	+							LDBPK_010390	567		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	93674	94240	+	CBZ31126.1			hypothetical protein, conserved			LDBPK_010390	567	188	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	95085	97535	+							LDBPK_010400	2451		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	95085	97535	+	CBZ31127.1			hypothetical protein, conserved			LDBPK_010400	2451	816	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	98445	100907	+							LDBPK_010410	2463		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	98445	100907	+	CBZ31128.1			hypothetical protein, conserved			LDBPK_010410	2463	820	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	101564	103477	+							LDBPK_010420	1914		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	101564	103477	+	CBZ31129.1			hypothetical protein, conserved			LDBPK_010420	1914	637	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	104112	104402	+							LDBPK_010430	291		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	104112	104402	+	CBZ31130.1			ribosomal protein S7, putative			LDBPK_010430	291	97	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	105929	106531	+							LDBPK_010440	603		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	105929	106531	+	CBZ31131.1			ribosomal protein S7, putative			LDBPK_010440	603	200	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	107951	110194	+							LDBPK_010450	2244		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	107951	110194	+	CBZ31132.1			hypothetical protein, conserved			LDBPK_010450	2244	747	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	111525	113294	+							LDBPK_010460	1770		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	111525	113294	+	CBZ31133.1			hypothetical protein, unknown function			LDBPK_010460	1770	589	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	116363	117019	+							LDBPK_010470	657		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	116363	117019	+	CBZ31134.1			alpha/beta-hydrolase-like protein			LDBPK_010470	657	218	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	119408	123727	+							LDBPK_010480	4320		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	119408	123727	+	CBZ31135.1			hypothetical protein, conserved			LDBPK_010480	4320	1439	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	128019	130109	+							LDBPK_010490	2091		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	128019	130109	+	CBZ31136.1			fatty acyl CoA syntetase 1, putative			LDBPK_010490	2091	696	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	130930	132009	+							LDBPK_010500	1080		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	130930	132009	+	CBZ31137.1			hypothetical protein, conserved			LDBPK_010500	1080	359	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	134257	136353	+							LDBPK_010510	2097		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	134257	136353	+	CBZ31138.1			long chain fatty acid CoA ligase, putative			LDBPK_010510	2097	698	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	137481	139604	+							LDBPK_010520	2124		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	137481	139604	+	CBZ31139.1			fatty acyl CoA synthetase 2, putative			LDBPK_010520	2124	707	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	142903	143142	+							LDBPK_010530	240		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	142903	143142	+	CBZ31140.1			fatty acyl CoA synthetase 2, putative			LDBPK_010530	240	79	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	144066	146213	+							LDBPK_010540	2148		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	144066	146213	+	CBZ31141.1			long chain fatty acid CoA ligase, putative			LDBPK_010540	2148	715	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	149843	154699	+							LDBPK_010550	4857		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	149843	154699	+	CBZ31142.1			long chain fatty acid CoA ligase, putative			LDBPK_010550	4857	1618	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	155702	157744	+							LDBPK_010560	2043		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	155702	157744	+	CBZ31143.1			hypothetical protein, conserved			LDBPK_010560	2043	680	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	159239	160102	+							LDBPK_010570	864		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	159239	160102	+	CBZ31144.1			hypothetical protein, conserved			LDBPK_010570	864	288	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	161422	163296	+							LDBPK_010580	1875		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	161422	163296	+	CBZ31145.1			hypothetical protein, conserved			LDBPK_010580	1875	624	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	163914	164894	+							LDBPK_010590	981		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	163914	164894	+	CBZ31146.1			tricarboxylate carrier, putative			LDBPK_010590	981	326	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	165980	167248	+							LDBPK_010600	1269		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	165980	167248	+	CBZ31147.1			hypothetical protein, conserved			LDBPK_010600	1269	423	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	170301	171575	+							LDBPK_010610	1275		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	170301	171575	+	CBZ31148.1			mitochondrial RNA editing ligase 1			LDBPK_010610	1275	424	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	172651	178107	+							LDBPK_010620	5457		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	172651	178107	+	CBZ31149.1			hypothetical protein, conserved			LDBPK_010620	5457	1818	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	179084	179815	+							LDBPK_010630	732		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	179084	179815	+	CBZ31150.1			DNA-damage inducible protein DDI1-like protein			LDBPK_010630	732	243	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	180454	182241	+							LDBPK_010640	1788		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	180454	182241	+	CBZ31151.1			hypothetical protein, conserved			LDBPK_010640	1788	595	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	184007	186712	+							LDBPK_010650	2706		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	184007	186712	+	CBZ31152.1			hypothetical protein, unknown function			LDBPK_010650	2706	901	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	188303	191632	+							LDBPK_010660	3330		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	188303	191632	+	CBZ31153.1			HSP70-like protein			LDBPK_010660	3330	1109	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	192591	194075	+							LDBPK_010670	1485		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	192591	194075	+	CBZ31154.1			mitochondrial processing peptide beta subunit, putative			LDBPK_010670	1485	494	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	195283	199929	+							LDBPK_010680	4647		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	195283	199929	+	CBZ31155.1			hypothetical protein, conserved			LDBPK_010680	4647	1548	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	200922	201824	+							LDBPK_010690	903		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	200922	201824	+	CBZ31156.1			hypothetical protein, conserved			LDBPK_010690	903	300	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	205955	208366	+							LDBPK_010700	2412		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	205955	208366	+	CBZ31157.1			hypothetical protein, unknown function			LDBPK_010700	2412	803	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	210395	211093	+							LDBPK_010710	699		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	210395	211093	+	CBZ31158.1			hypothetical protein, unknown function			LDBPK_010710	699	232	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	213533	215098	+							LDBPK_010720	1566		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	213533	215098	+	CBZ31159.1			hypothetical protein, unknown function			LDBPK_010720	1566	521	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	217265	218884	+							LDBPK_010730	1620		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	217265	218884	+	CBZ31160.1			ubiquitin activating enzyme, putative			LDBPK_010730	1620	539	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	220437	224348	+							LDBPK_010740	3912		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	220437	224348	+	CBZ31161.1			hypothetical protein, conserved			LDBPK_010740	3912	1303	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	225907	232932	+							LDBPK_010750	7026		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	225907	232932	+	CBZ31162.1			hypothetical protein, conserved			LDBPK_010750	7026	2341	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	233711	235978	+							LDBPK_010760	2268		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	233711	235978	+	CBZ31163.1			hypothetical protein, conserved			LDBPK_010760	2268	755	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	237051	241286	+							LDBPK_010770	4236		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	237051	241286	+	CBZ31164.1			protein kinase, putative			LDBPK_010770	4236	1411	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	242297	242893	+							LDBPK_010780	597		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	242297	242893	+	CBZ31165.1			hypothetical protein, conserved			LDBPK_010780	597	198	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	244214	245425	+							LDBPK_010790	1212		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	244214	245425	+	CBZ31166.1			eukaryotic initiation factor 4a, putative			LDBPK_010790	1212	403	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	251380	252972	+							LDBPK_010810	1593		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	251380	252972	+	CBZ31167.1			hypothetical protein, conserved			LDBPK_010810	1593	530	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	255493	256965	+							LDBPK_010820	1473		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	255493	256965	+	CBZ31168.1			hypothetical protein, conserved			LDBPK_010820	1473	490	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	258418	261471	+							LDBPK_010830	3054		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	258418	261471	+	CBZ31169.1			calcium/potassium channel (CAKC), putative			LDBPK_010830	3054	1017	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	262498	266538	+							LDBPK_010840	4041		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	262498	266538	+	CBZ31170.1			potassium channel subunit-like protein			LDBPK_010840	4041	1346	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	268707	268850	+							LDBPK_010850	144		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	1	FR799588.2	268707	268850	+	CBZ31171.1			peptidyl dipeptidase, putative			LDBPK_010850	144	47	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	5410	6066	-							LDBPK_020020	657		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	5410	6066	-	CBZ31172.1			cytochrome b-domain protein, putative			LDBPK_020020	657	218	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	6712	7290	-							LDBPK_020030	579		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	6712	7290	-	CBZ31173.1			hypothetical protein, conserved			LDBPK_020030	579	192	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	7906	9099	-							LDBPK_020040	1194		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	7906	9099	-	CBZ31174.1			hypothetical protein, conserved			LDBPK_020040	1194	397	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	11201	14182	-							LDBPK_020050	2982		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	11201	14182	-	CBZ31175.1			hypothetical protein, conserved			LDBPK_020050	2982	993	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	15781	16725	-							LDBPK_020060	945		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	15781	16725	-	CBZ31176.1			hypothetical protein, conserved			LDBPK_020060	945	314	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	18045	19109	-							LDBPK_020070	1065		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	18045	19109	-	CBZ31177.1			hypothetical protein, conserved			LDBPK_020070	1065	354	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	21788	24541	-							LDBPK_020080	2754		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	21788	24541	-	CBZ31178.1			hypothetical protein, conserved			LDBPK_020080	2754	917	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	26787	30287	-							LDBPK_020090	3501		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	26787	30287	-	CBZ31179.1			exportin T (tRNA exportin)-like protein			LDBPK_020090	3501	1166	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	32101	46818	-							LDBPK_020100	14718		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	32101	46818	-	CBZ31180.1			phosphatidylinositol 3-kinase-like protein			LDBPK_020100	14718	4905	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	48377	49096	-							LDBPK_020110	720		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	2	FR799589.2	48377	49096	-	CBZ31181.1			hypothetical protein, conserved			LDBPK_020110	720	239	
