# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	29478	30554	-	KAG5487360.1			hypothetical protein			CUR178_08446	1077	358	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	31562	32149	-							CUR178_08447	588		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	31562	32149	-			KAG5487361.1	hypothetical protein			CUR178_08447	588		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	31562	32149	-	KAG5487361.1			hypothetical protein			CUR178_08447	588	195	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	33627	35693	-							CUR178_08448	2067		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	33627	35693	-			KAG5487362.1	hypothetical protein			CUR178_08448	2067		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	33627	35693	-	KAG5487362.1			hypothetical protein			CUR178_08448	2067	688	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	36921	38099	-							CUR178_08449	1179		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	36921	38099	-			KAG5487363.1	hypothetical protein			CUR178_08449	1179		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	36921	38099	-	KAG5487363.1			hypothetical protein			CUR178_08449	1179	392	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	39632	39880	-							CUR178_08450	249		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	39632	39880	-			KAG5487364.1	hypothetical protein			CUR178_08450	249		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	39632	39880	-	KAG5487364.1			hypothetical protein			CUR178_08450	249	82	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	40596	40946	-							CUR178_08451	351		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	40596	40946	-			KAG5487365.1	hypothetical protein			CUR178_08451	351		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	40596	40946	-	KAG5487365.1			hypothetical protein			CUR178_08451	351	116	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	41855	42085	-							CUR178_08452	231		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	41855	42085	-			KAG5487366.1	hypothetical protein			CUR178_08452	231		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	41855	42085	-	KAG5487366.1			hypothetical protein			CUR178_08452	231	76	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	43693	45057	-							CUR178_08453	1365		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	43693	45057	-			KAG5487367.1	hypothetical protein			CUR178_08453	1365		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	43693	45057	-	KAG5487367.1			hypothetical protein			CUR178_08453	1365	454	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	46002	48305	-							CUR178_08454	2304		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	46002	48305	-			KAG5487368.1	hypothetical protein			CUR178_08454	2304		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	46002	48305	-	KAG5487368.1			hypothetical protein			CUR178_08454	2304	767	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	49164	49754	-							CUR178_08455	591		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	49164	49754	-			KAG5487369.1	hypothetical protein			CUR178_08455	591		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	49164	49754	-	KAG5487369.1			hypothetical protein			CUR178_08455	591	196	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	50754	51563	-							CUR178_08456	810		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	50754	51563	-			KAG5487370.1	hypothetical protein			CUR178_08456	810		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	50754	51563	-	KAG5487370.1			hypothetical protein			CUR178_08456	810	269	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	52347	55073	-							CUR178_08457	2727		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	52347	55073	-			KAG5487371.1	hypothetical protein			CUR178_08457	2727		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	52347	55073	-	KAG5487371.1			hypothetical protein			CUR178_08457	2727	908	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	59369	60391	-							CUR178_08458	1023		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	59369	60391	-			KAG5487372.1	hypothetical protein			CUR178_08458	1023		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	59369	60391	-	KAG5487372.1			hypothetical protein			CUR178_08458	1023	340	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	62568	62984	-							CUR178_08459	417		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	62568	62984	-			KAG5487373.1	hypothetical protein			CUR178_08459	417		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	62568	62984	-	KAG5487373.1			hypothetical protein			CUR178_08459	417	138	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	63774	66650	-							CUR178_08460	2877		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	63774	66650	-			KAG5487374.1	hypothetical protein			CUR178_08460	2877		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	63774	66650	-	KAG5487374.1			hypothetical protein			CUR178_08460	2877	958	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	67617	70124	-							CUR178_08461	2508		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	67617	70124	-			KAG5487375.1	hypothetical protein			CUR178_08461	2508		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	67617	70124	-	KAG5487375.1			hypothetical protein			CUR178_08461	2508	835	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	70915	71766	-							CUR178_08462	852		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	70915	71766	-			KAG5487376.1	hypothetical protein			CUR178_08462	852		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	70915	71766	-	KAG5487376.1			hypothetical protein			CUR178_08462	852	283	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	72860	73183	-							CUR178_08463	324		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	72860	73183	-			KAG5487377.1	hypothetical protein			CUR178_08463	324		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	72860	73183	-	KAG5487377.1			hypothetical protein			CUR178_08463	324	107	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	73994	75235	-							CUR178_08464	1242		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	73994	75235	-			KAG5487378.1	hypothetical protein			CUR178_08464	1242		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	73994	75235	-	KAG5487378.1			hypothetical protein			CUR178_08464	1242	413	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	76662	77174	-							CUR178_08465	513		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	76662	77174	-			KAG5487379.1	hypothetical protein			CUR178_08465	513		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	76662	77174	-	KAG5487379.1			hypothetical protein			CUR178_08465	513	170	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	78040	78219	-							CUR178_08466	180		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	78040	78219	-			KAG5487380.1	hypothetical protein			CUR178_08466	180		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	78040	78219	-	KAG5487380.1			hypothetical protein			CUR178_08466	180	59	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	78803	79966	-							CUR178_08467	1164		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	78803	79966	-			KAG5487381.1	hypothetical protein			CUR178_08467	1164		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	78803	79966	-	KAG5487381.1			hypothetical protein			CUR178_08467	1164	387	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	80314	80757	-							CUR178_08468	444		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	80314	80757	-			KAG5487382.1	hypothetical protein			CUR178_08468	444		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	80314	80757	-	KAG5487382.1			hypothetical protein			CUR178_08468	444	147	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	81610	82629	+							CUR178_08469	1020		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	81610	82629	+			KAG5487383.1	hypothetical protein			CUR178_08469	1020		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	81610	82629	+	KAG5487383.1			hypothetical protein			CUR178_08469	1020	339	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	83169	83801	+							CUR178_08470	633		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	83169	83801	+			KAG5487384.1	hypothetical protein			CUR178_08470	633		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	83169	83801	+	KAG5487384.1			hypothetical protein			CUR178_08470	633	210	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	84286	84579	+							CUR178_08471	294		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	84286	84579	+			KAG5487385.1	hypothetical protein			CUR178_08471	294		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	84286	84579	+	KAG5487385.1			hypothetical protein			CUR178_08471	294	97	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	85466	86242	+							CUR178_08472	777		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	85466	86242	+			KAG5487386.1	hypothetical protein			CUR178_08472	777		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	85466	86242	+	KAG5487386.1			hypothetical protein			CUR178_08472	777	258	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	87583	89802	+							CUR178_08473	2220		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	87583	89802	+			KAG5487387.1	hypothetical protein			CUR178_08473	2220		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	87583	89802	+	KAG5487387.1			hypothetical protein			CUR178_08473	2220	739	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	90468	91043	+							CUR178_08474	576		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	90468	91043	+			KAG5487388.1	hypothetical protein			CUR178_08474	576		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	90468	91043	+	KAG5487388.1			hypothetical protein			CUR178_08474	576	191	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	91803	92372	+							CUR178_08475	570		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	91803	92372	+			KAG5487389.1	hypothetical protein			CUR178_08475	570		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	91803	92372	+	KAG5487389.1			hypothetical protein			CUR178_08475	570	189	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	94334	96820	+							CUR178_08476	2487		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	94334	96820	+			KAG5487390.1	hypothetical protein			CUR178_08476	2487		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	94334	96820	+	KAG5487390.1			hypothetical protein			CUR178_08476	2487	828	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	97690	100167	+							CUR178_08477	2478		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	97690	100167	+			KAG5487391.1	hypothetical protein			CUR178_08477	2448		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	97690	100167	+	KAG5487391.1			hypothetical protein			CUR178_08477	2448	815	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	100934	102649	+							CUR178_08478	1716		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	100934	102649	+			KAG5487392.1	hypothetical protein			CUR178_08478	1716		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	100934	102649	+	KAG5487392.1			hypothetical protein			CUR178_08478	1716	571	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	103279	104984	+							CUR178_08479	1706		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	103279	104984	+			KAG5487393.1	hypothetical protein			CUR178_08479	885		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	103279	104984	+	KAG5487393.1			hypothetical protein			CUR178_08479	885	294	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	105174	105776	+							CUR178_08480	603		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	105174	105776	+			KAG5487394.1	hypothetical protein			CUR178_08480	603		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	105174	105776	+	KAG5487394.1			hypothetical protein			CUR178_08480	603	200	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	106761	109166	+							CUR178_08481	2406		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	106761	109166	+			KAG5487395.1	hypothetical protein			CUR178_08481	2406		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	106761	109166	+	KAG5487395.1			hypothetical protein			CUR178_08481	2406	801	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	110705	112468	+							CUR178_08482	1764		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	110705	112468	+			KAG5487396.1	hypothetical protein			CUR178_08482	1764		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	110705	112468	+	KAG5487396.1			hypothetical protein			CUR178_08482	1764	587	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	114818	115486	+							CUR178_08483	669		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	114818	115486	+			KAG5487397.1	hypothetical protein			CUR178_08483	669		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	114818	115486	+	KAG5487397.1			hypothetical protein			CUR178_08483	669	222	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	117200	121762	+							CUR178_08484	4563		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	117200	121762	+			KAG5487398.1	hypothetical protein			CUR178_08484	4563		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	117200	121762	+	KAG5487398.1			hypothetical protein			CUR178_08484	4563	1520	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	124102	126192	+							CUR178_08485	2091		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	124102	126192	+			KAG5487399.1	hypothetical protein			CUR178_08485	2091		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	124102	126192	+	KAG5487399.1			hypothetical protein			CUR178_08485	2091	696	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	127427	128524	+							CUR178_08486	1098		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	127427	128524	+			KAG5487400.1	hypothetical protein			CUR178_08486	1098		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	127427	128524	+	KAG5487400.1			hypothetical protein			CUR178_08486	1098	365	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	129592	131688	+							CUR178_08487	2097		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	129592	131688	+			KAG5487401.1	hypothetical protein			CUR178_08487	2097		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	129592	131688	+	KAG5487401.1			hypothetical protein			CUR178_08487	2097	698	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	133591	133854	+							CUR178_08488	264		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	133591	133854	+			KAG5487402.1	hypothetical protein			CUR178_08488	264		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	133591	133854	+	KAG5487402.1			hypothetical protein			CUR178_08488	264	87	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	135329	137473	+							CUR178_08489	2145		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	135329	137473	+			KAG5487403.1	hypothetical protein			CUR178_08489	2145		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	135329	137473	+	KAG5487403.1			hypothetical protein			CUR178_08489	2145	714	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	141502	146289	+							CUR178_08490	4788		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	141502	146289	+			KAG5487404.1	hypothetical protein			CUR178_08490	4788		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	141502	146289	+	KAG5487404.1			hypothetical protein			CUR178_08490	4788	1595	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	147550	149697	+							CUR178_08491	2148		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	147550	149697	+			KAG5487405.1	hypothetical protein			CUR178_08491	2148		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	147550	149697	+	KAG5487405.1			hypothetical protein			CUR178_08491	2148	715	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	151734	152816	+							CUR178_08492	1083		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	151734	152816	+			KAG5487406.1	hypothetical protein			CUR178_08492	1083		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	151734	152816	+	KAG5487406.1			hypothetical protein			CUR178_08492	1083	360	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	153702	155528	+							CUR178_08493	1827		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	153702	155528	+			KAG5487407.1	hypothetical protein			CUR178_08493	1827		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	153702	155528	+	KAG5487407.1			hypothetical protein			CUR178_08493	1827	608	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	155949	156929	+							CUR178_08494	981		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	155949	156929	+			KAG5487408.1	hypothetical protein			CUR178_08494	981		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	155949	156929	+	KAG5487408.1			hypothetical protein			CUR178_08494	981	326	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	157659	160712	+							CUR178_08495	3054		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	157659	160712	+			KAG5487409.1	hypothetical protein			CUR178_08495	3054		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	157659	160712	+	KAG5487409.1			hypothetical protein			CUR178_08495	3054	1017	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	161359	162825	+							CUR178_08496	1467		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	161359	162825	+			KAG5487410.1	hypothetical protein			CUR178_08496	1467		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	161359	162825	+	KAG5487410.1			hypothetical protein			CUR178_08496	1467	488	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	163658	169057	+							CUR178_08497	5400		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	163658	169057	+			KAG5487411.1	hypothetical protein			CUR178_08497	5400		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	163658	169057	+	KAG5487411.1			hypothetical protein			CUR178_08497	5400	1799	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	169693	170949	+							CUR178_08498	1257		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	169693	170949	+			KAG5487412.1	hypothetical protein			CUR178_08498	1257		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	169693	170949	+	KAG5487412.1			hypothetical protein			CUR178_08498	1257	418	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	171509	173284	+							CUR178_08499	1776		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	171509	173284	+			KAG5487413.1	hypothetical protein			CUR178_08499	1776		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	171509	173284	+	KAG5487413.1			hypothetical protein			CUR178_08499	1776	591	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	174457	177657	+							CUR178_08500	3201		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	174457	177657	+			KAG5487414.1	hypothetical protein			CUR178_08500	3201		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	174457	177657	+	KAG5487414.1			hypothetical protein			CUR178_08500	3201	1066	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	1	CM030576.1	178368	181637	+							CUR178_08501	3270		
